"site_code","measurement_start_utc","measurement_end_utc","species_code","value"
"CLDP0015","2021-03-15 08:00:00","2021-03-15 09:00:00","NO2","32.7765702545968"
"CLDP0015","2021-03-15 09:00:00","2021-03-15 10:00:00","NO2","20.958958348566"
"CLDP0015","2021-03-15 10:00:00","2021-03-15 11:00:00","NO2","18.4720664788322"
"CLDP0015","2021-03-15 11:00:00","2021-03-15 12:00:00","NO2","25.5138649599286"
"CLDP0015","2021-03-15 12:00:00","2021-03-15 13:00:00","NO2","25.7953657071045"
"CLDP0015","2021-03-15 13:00:00","2021-03-15 14:00:00","NO2","20.4117314228426"
"CLDP0015","2021-03-15 14:00:00","2021-03-15 15:00:00","NO2","31.4801680970996"
"CLDP0015","2021-03-15 15:00:00","2021-03-15 16:00:00","NO2","22.7281202090464"
"CLDP0015","2021-03-15 16:00:00","2021-03-15 17:00:00","NO2","25.5088869181359"
"CLDP0015","2021-03-15 17:00:00","2021-03-15 18:00:00","NO2","31.1397415027043"
"CLDP0015","2021-03-15 18:00:00","2021-03-15 19:00:00","NO2","36.9141095138384"
"CLDP0015","2021-03-15 19:00:00","2021-03-15 20:00:00","NO2","56.5716451217042"
"CLDP0015","2021-03-15 20:00:00","2021-03-15 21:00:00","NO2","58.968146713075"
"CLDP0015","2021-03-15 21:00:00","2021-03-15 22:00:00","NO2","43.2165870806508"
"CLDP0015","2021-03-15 22:00:00","2021-03-15 23:00:00","NO2","33.172953279622"
"CLDP0015","2021-03-15 23:00:00","2021-03-16 00:00:00","NO2","36.4728658370309"
"CLDP0015","2021-03-08 00:00:00","2021-03-08 01:00:00","PM25","37.0514099894206"
"CLDP0015","2021-03-08 01:00:00","2021-03-08 02:00:00","PM25","38.8956969360352"
"CLDP0015","2021-03-08 02:00:00","2021-03-08 03:00:00","PM25","39.3366872411092"
"CLDP0015","2021-03-08 03:00:00","2021-03-08 04:00:00","PM25","39.2478661677043"
"CLDP0015","2021-03-08 04:00:00","2021-03-08 05:00:00","PM25","37.987218535614"
"CLDP0015","2021-03-08 05:00:00","2021-03-08 06:00:00","PM25","38.6224851750692"
"CLDP0015","2021-03-08 06:00:00","2021-03-08 07:00:00","PM25","38.9428447441101"
"CLDP0015","2021-03-08 07:00:00","2021-03-08 08:00:00","PM25","38.442211416626"
"CLDP0015","2021-03-08 08:00:00","2021-03-08 09:00:00","PM25","39.8796984855652"
"CLDP0015","2021-03-08 09:00:00","2021-03-08 10:00:00","PM25","39.0557965255737"
"CLDP0015","2021-03-08 10:00:00","2021-03-08 11:00:00","PM25","37.7320764904022"
"CLDP0015","2021-03-08 11:00:00","2021-03-08 12:00:00","PM25","35.0008691507975"
"CLDP0015","2021-03-08 12:00:00","2021-03-08 13:00:00","PM25","33.0725728296916"
"CLDP0015","2021-03-08 13:00:00","2021-03-08 14:00:00","PM25","28.7677759447098"
"CLDP0015","2021-03-08 14:00:00","2021-03-08 15:00:00","PM25","26.6013128796895"
"CLDP0015","2021-03-08 15:00:00","2021-03-08 16:00:00","PM25","22.9874700675964"
"CLDP0015","2021-03-08 16:00:00","2021-03-08 17:00:00","PM25","16.1834883590698"
"CLDP0015","2021-03-08 17:00:00","2021-03-08 18:00:00","PM25","14.6838106517792"
"CLDP0015","2021-03-08 18:00:00","2021-03-08 19:00:00","PM25","16.300438487498"
"CLDP0015","2021-03-08 19:00:00","2021-03-08 20:00:00","PM25","17.5611704003334"
"CLDP0015","2021-03-08 20:00:00","2021-03-08 21:00:00","PM25","19.3886719861348"
"CLDP0015","2021-03-08 21:00:00","2021-03-08 22:00:00","PM25","22.0361926315308"
"CLDP0015","2021-03-08 22:00:00","2021-03-08 23:00:00","PM25","28.6575697961807"
"CLDP0015","2021-03-08 23:00:00","2021-03-09 00:00:00","PM25","26.7949362520854"
"CLDP0015","2021-03-09 00:00:00","2021-03-09 01:00:00","PM25","23.1592191497803"
"CLDP0015","2021-03-09 01:00:00","2021-03-09 02:00:00","PM25","21.126752045695"
"CLDP0015","2021-03-09 02:00:00","2021-03-09 03:00:00","PM25","20.0620893384933"
"CLDP0015","2021-03-09 03:00:00","2021-03-09 04:00:00","PM25","19.377617220815"
"CLDP0015","2021-03-09 04:00:00","2021-03-09 05:00:00","PM25","20.0045532178879"
"CLDP0015","2021-03-09 05:00:00","2021-03-09 06:00:00","PM25","20.241676050059"
"CLDP0015","2021-03-09 06:00:00","2021-03-09 07:00:00","PM25","24.3318155329386"
"CLDP0015","2021-03-09 07:00:00","2021-03-09 08:00:00","PM25","26.2664610242844"
"CLDP0015","2021-03-09 08:00:00","2021-03-09 09:00:00","PM25","23.6828805806478"
"CLDP0015","2021-03-09 09:00:00","2021-03-09 10:00:00","PM25","24.4372015680313"
"CLDP0015","2021-03-09 10:00:00","2021-03-09 11:00:00","PM25","15.0736093289693"
"CLDP0015","2021-03-09 11:00:00","2021-03-09 12:00:00","PM25","13.274557595253"
"CLDP0015","2021-03-09 12:00:00","2021-03-09 13:00:00","PM25","14.5209746119181"
"CLDP0015","2021-03-09 13:00:00","2021-03-09 14:00:00","PM25","10.5240477663517"
"CLDP0015","2021-03-09 14:00:00","2021-03-09 15:00:00","PM25","7.14516341679891"
"CLDP0015","2021-03-09 15:00:00","2021-03-09 16:00:00","PM25","6.4446659977595"
"CLDP0015","2021-03-09 16:00:00","2021-03-09 17:00:00","PM25","8.52484128723145"
"CLDP0015","2021-03-09 17:00:00","2021-03-09 18:00:00","PM25","9.90073346354167"
"CLDP0015","2021-03-09 18:00:00","2021-03-09 19:00:00","PM25","10.0923800757408"
"CLDP0015","2021-03-09 19:00:00","2021-03-09 20:00:00","PM25","14.671249789683"
"CLDP0015","2021-03-09 20:00:00","2021-03-09 21:00:00","PM25","20.3684962673187"
"CLDP0015","2021-03-09 21:00:00","2021-03-09 22:00:00","PM25","19.5836774012248"
"CLDP0015","2021-03-09 22:00:00","2021-03-09 23:00:00","PM25","18.7867512798309"
"CLDP0015","2021-03-09 23:00:00","2021-03-10 00:00:00","PM25","19.6021129010518"
"CLDP0015","2021-03-10 00:00:00","2021-03-10 01:00:00","PM25","19.8680379262288"
"CLDP0015","2021-03-10 01:00:00","2021-03-10 02:00:00","PM25","19.7754169029236"
"CLDP0015","2021-03-10 02:00:00","2021-03-10 03:00:00","PM25","19.8834429392497"
"CLDP0015","2021-03-10 03:00:00","2021-03-10 04:00:00","PM25","22.2214073905945"
"CLDP0015","2021-03-10 04:00:00","2021-03-10 05:00:00","PM25","21.7419725545247"
"CLDP0015","2021-03-10 05:00:00","2021-03-10 06:00:00","PM25","24.0167368927002"
"CLDP0015","2021-03-10 06:00:00","2021-03-10 07:00:00","PM25","25.9608680684408"
"CLDP0015","2021-03-10 07:00:00","2021-03-10 08:00:00","PM25","24.9107719718933"
"CLDP0015","2021-03-10 08:00:00","2021-03-10 09:00:00","PM25","23.5141817891439"
"CLDP0015","2021-03-10 09:00:00","2021-03-10 10:00:00","PM25","21.3639647003174"
"CLDP0015","2021-03-10 10:00:00","2021-03-10 11:00:00","PM25","17.7489237922668"
"CLDP0015","2021-03-10 11:00:00","2021-03-10 12:00:00","PM25","12.6632420221965"
"CLDP0015","2021-03-10 12:00:00","2021-03-10 13:00:00","PM25","9.20045347423554"
"CLDP0015","2021-03-10 13:00:00","2021-03-10 14:00:00","PM25","7.2559812906901"
"CLDP0015","2021-03-10 14:00:00","2021-03-10 15:00:00","PM25","5.53704507598877"
"CLDP0015","2021-03-10 15:00:00","2021-03-10 16:00:00","PM25","4.47816406186422"
"CLDP0015","2021-03-10 16:00:00","2021-03-10 17:00:00","PM25","4.11196004323959"
"CLDP0015","2021-03-10 17:00:00","2021-03-10 18:00:00","PM25","3.60087174282074"
"CLDP0015","2021-03-10 18:00:00","2021-03-10 19:00:00","PM25","3.24170570926666"
"CLDP0015","2021-03-10 19:00:00","2021-03-10 20:00:00","PM25","3.96546494420369"
"CLDP0015","2021-03-10 20:00:00","2021-03-10 21:00:00","PM25","2.76922573954264"
"CLDP0015","2021-03-10 21:00:00","2021-03-10 22:00:00","PM25","1.93665384961367"
"CLDP0015","2021-03-10 22:00:00","2021-03-10 23:00:00","PM25","2.67819814211527"
"CLDP0015","2021-03-10 23:00:00","2021-03-11 00:00:00","PM25","3.47706802139282"
"CLDP0015","2021-03-11 00:00:00","2021-03-11 01:00:00","PM25","8.26819378840129"
"CLDP0015","2021-03-11 01:00:00","2021-03-11 02:00:00","PM25","9.55248089106083"
"CLDP0015","2021-03-11 02:00:00","2021-03-11 03:00:00","PM25","11.9821512921969"
"CLDP0015","2021-03-11 03:00:00","2021-03-11 04:00:00","PM25","10.2555858584881"
"CLDP0015","2021-03-11 04:00:00","2021-03-11 05:00:00","PM25","10.8365720725695"
"CLDP0015","2021-03-11 05:00:00","2021-03-11 06:00:00","PM25","9.82438707269033"
"CLDP0015","2021-03-11 06:00:00","2021-03-11 07:00:00","PM25","10.0652297516823"
"CLDP0015","2021-03-11 07:00:00","2021-03-11 08:00:00","PM25","8.9557748588562"
"CLDP0015","2021-03-11 08:00:00","2021-03-11 09:00:00","PM25","5.50736343278885"
"CLDP0015","2021-03-11 09:00:00","2021-03-11 10:00:00","PM25","4.94566924359004"
"CLDP0015","2021-03-11 10:00:00","2021-03-11 11:00:00","PM25","5.48768741995096"
"CLDP0015","2021-03-11 11:00:00","2021-03-11 12:00:00","PM25","4.44303555198113"
"CLDP0015","2021-03-11 12:00:00","2021-03-11 13:00:00","PM25","4.17449014518857"
"CLDP0015","2021-03-11 13:00:00","2021-03-11 14:00:00","PM25","5.12304638667107"
"CLDP0015","2021-03-11 14:00:00","2021-03-11 15:00:00","PM25","4.44825644230843"
"CLDP0015","2021-03-11 15:00:00","2021-03-11 16:00:00","PM25","4.64788723013997"
"CLDP0015","2021-03-11 16:00:00","2021-03-11 17:00:00","PM25","4.47122803057432"
"CLDP0015","2021-03-11 17:00:00","2021-03-11 18:00:00","PM25","4.49194809855819"
"CLDP0015","2021-03-11 18:00:00","2021-03-11 19:00:00","PM25","5.00205399243832"
"CLDP0015","2021-03-11 19:00:00","2021-03-11 20:00:00","PM25","5.0700877058208"
"CLDP0015","2021-03-11 20:00:00","2021-03-11 21:00:00","PM25","5.39518109436433"
"CLDP0015","2021-03-11 21:00:00","2021-03-11 22:00:00","PM25","5.13479321802855"
"CLDP0015","2021-03-11 22:00:00","2021-03-11 23:00:00","PM25","5.72670270295143"
"CLDP0015","2021-03-11 23:00:00","2021-03-12 00:00:00","PM25","5.09942209596634"
"CLDP0015","2021-03-12 00:00:00","2021-03-12 01:00:00","PM25","6.16471134581566"
"CLDP0015","2021-03-12 01:00:00","2021-03-12 02:00:00","PM25","1.907606483078"
"CLDP0015","2021-03-12 02:00:00","2021-03-12 03:00:00","PM25","2.84347477324009"
"CLDP0015","2021-03-12 03:00:00","2021-03-12 04:00:00","PM25","5.00637283649445"
"CLDP0015","2021-03-12 04:00:00","2021-03-12 05:00:00","PM25","4.56680003271103"
"CLDP0015","2021-03-12 05:00:00","2021-03-12 06:00:00","PM25","1.68560009813309"
"CLDP0015","2021-03-12 06:00:00","2021-03-12 07:00:00","PM25","2.15247969279289"
"CLDP0015","2021-03-12 07:00:00","2021-03-12 08:00:00","PM25","3.61306035804749"
"CLDP0015","2021-03-12 08:00:00","2021-03-12 09:00:00","PM25","7.71573986002604"
"CLDP0015","2021-03-12 09:00:00","2021-03-12 10:00:00","PM25","5.39333027715683"
"CLDP0015","2021-03-12 10:00:00","2021-03-12 11:00:00","PM25","2.31920667116642"
"CLDP0015","2021-03-12 11:00:00","2021-03-12 12:00:00","PM25",NULL
"CLDP0015","2021-03-12 12:00:00","2021-03-12 13:00:00","PM25","4.70399998909632"
"CLDP0015","2021-03-12 13:00:00","2021-03-12 14:00:00","PM25","14.8158400835514"
"CLDP0015","2021-03-12 14:00:00","2021-03-12 15:00:00","PM25","9.5495134756724"
"CLDP0015","2021-03-12 15:00:00","2021-03-12 16:00:00","PM25","6.95947505946159"
"CLDP0015","2021-03-12 16:00:00","2021-03-12 17:00:00","PM25","3.74360015265147"
"CLDP0015","2021-03-12 17:00:00","2021-03-12 18:00:00","PM25","6.98278583831787"
"CLDP0015","2021-03-12 18:00:00","2021-03-12 19:00:00","PM25","8.95720104675293"
"CLDP0015","2021-03-12 19:00:00","2021-03-12 20:00:00","PM25","11.2740596443176"
"CLDP0015","2021-03-12 20:00:00","2021-03-12 21:00:00","PM25","12.0701745687962"
"CLDP0015","2021-03-12 21:00:00","2021-03-12 22:00:00","PM25","11.6097334423701"
"CLDP0015","2021-03-12 22:00:00","2021-03-12 23:00:00","PM25","5.42763040800095"
"CLDP0015","2021-03-12 23:00:00","2021-03-13 00:00:00","PM25","0.951646612739563"
"CLDP0015","2021-03-13 00:00:00","2021-03-13 01:00:00","PM25","2.72370051711798"
"CLDP0015","2021-03-13 01:00:00","2021-03-13 02:00:00","PM25","2.02102561930815"
"CLDP0015","2021-03-13 02:00:00","2021-03-13 03:00:00","PM25","1.246107166484"
"CLDP0015","2021-03-13 03:00:00","2021-03-13 04:00:00","PM25","2.28426189144452"
"CLDP0015","2021-03-13 04:00:00","2021-03-13 05:00:00","PM25","2.28304214000702"
"CLDP0015","2021-03-13 05:00:00","2021-03-13 06:00:00","PM25","2.3180507683754"
"CLDP0015","2021-03-13 06:00:00","2021-03-13 07:00:00","PM25","2.74913372675578"
"CLDP0015","2021-03-13 07:00:00","2021-03-13 08:00:00","PM25","3.17234873831272"
"CLDP0015","2021-03-13 08:00:00","2021-03-13 09:00:00","PM25","2.00907146135966"
"CLDP0015","2021-03-13 09:00:00","2021-03-13 10:00:00","PM25","2.26288464009762"
"CLDP0015","2021-03-13 10:00:00","2021-03-13 11:00:00","PM25","1.61897435148557"
"CLDP0015","2021-03-13 11:00:00","2021-03-13 12:00:00","PM25","3.20153302192688"
"CLDP0015","2021-03-13 12:00:00","2021-03-13 13:00:00","PM25","1.82182973424594"
"CLDP0015","2021-03-13 13:00:00","2021-03-13 14:00:00","PM25","2.44881509304047"
"CLDP0015","2021-03-13 14:00:00","2021-03-13 15:00:00","PM25","2.5706441372633"
"CLDP0015","2021-03-13 15:00:00","2021-03-13 16:00:00","PM25","2.49846163431803"
"CLDP0015","2021-03-13 16:00:00","2021-03-13 17:00:00","PM25","2.52673079282045"
"CLDP0015","2021-03-13 17:00:00","2021-03-13 18:00:00","PM25","2.97711729367574"
"CLDP0015","2021-03-13 18:00:00","2021-03-13 19:00:00","PM25","2.84757287621498"
"CLDP0015","2021-03-13 19:00:00","2021-03-13 20:00:00","PM25","5.24634057044983"
"CLDP0015","2021-03-13 20:00:00","2021-03-13 21:00:00","PM25","5.18339818358421"
"CLDP0015","2021-03-13 21:00:00","2021-03-13 22:00:00","PM25","4.0683646217982"
"CLDP0015","2021-03-13 22:00:00","2021-03-13 23:00:00","PM25","3.60410267194112"
"CLDP0015","2021-03-13 23:00:00","2021-03-14 00:00:00","PM25","4.69888732790947"
"CLDP0015","2021-03-14 00:00:00","2021-03-14 01:00:00","PM25","3.95570344209671"
"CLDP0015","2021-03-14 01:00:00","2021-03-14 02:00:00","PM25","3.882541124475"
"CLDP0015","2021-03-14 02:00:00","2021-03-14 03:00:00","PM25","3.58817052779198"
"CLDP0015","2021-03-14 03:00:00","2021-03-14 04:00:00","PM25","2.60853463075161"
"CLDP0015","2021-03-14 04:00:00","2021-03-14 05:00:00","PM25","2.90539083280563"
"CLDP0015","2021-03-14 05:00:00","2021-03-14 06:00:00","PM25","2.67835964739919"
"CLDP0015","2021-03-14 06:00:00","2021-03-14 07:00:00","PM25","2.99167691283226"
"CLDP0015","2021-03-14 07:00:00","2021-03-14 08:00:00","PM25","2.89892455863953"
"CLDP0015","2021-03-14 08:00:00","2021-03-14 09:00:00","PM25","3.09141698770523"
"CLDP0015","2021-03-14 09:00:00","2021-03-14 10:00:00","PM25","2.59063078289032"
"CLDP0015","2021-03-14 10:00:00","2021-03-14 11:00:00","PM25","2.54277710417658"
"CLDP0015","2021-03-14 11:00:00","2021-03-14 12:00:00","PM25","2.275523076763"
"CLDP0015","2021-03-14 12:00:00","2021-03-14 13:00:00","PM25","2.38909952260405"
"CLDP0015","2021-03-14 13:00:00","2021-03-14 14:00:00","PM25","2.93264637951851"
"CLDP0015","2021-03-14 14:00:00","2021-03-14 15:00:00","PM25","2.95400936642289"
"CLDP0015","2021-03-14 15:00:00","2021-03-14 16:00:00","PM25","3.09193852300644"
"CLDP0015","2021-03-14 16:00:00","2021-03-14 17:00:00","PM25","4.22958019413948"
"CLDP0015","2021-03-14 17:00:00","2021-03-14 18:00:00","PM25","7.21686496796608"
"CLDP0015","2021-03-14 18:00:00","2021-03-14 19:00:00","PM25","5.85664012765884"
"CLDP0015","2021-03-14 19:00:00","2021-03-14 20:00:00","PM25","5.75446639895439"
"CLDP0015","2021-03-14 20:00:00","2021-03-14 21:00:00","PM25","6.72297907295227"
"CLDP0015","2021-03-14 21:00:00","2021-03-14 22:00:00","PM25","7.89583614120483"
"CLDP0015","2021-03-14 22:00:00","2021-03-14 23:00:00","PM25","9.60247242641449"
"CLDP0015","2021-03-14 23:00:00","2021-03-15 00:00:00","PM25","7.60907909202576"
"CLDP0015","2021-03-15 00:00:00","2021-03-15 01:00:00","PM25","4.85050304355621"
"CLDP0015","2021-03-15 01:00:00","2021-03-15 02:00:00","PM25","4.03846666666667"
"CLDP0015","2021-03-15 02:00:00","2021-03-15 03:00:00","PM25","4.42900417914391"
"CLDP0015","2021-03-15 03:00:00","2021-03-15 04:00:00","PM25","5.59068711859385"
"CLDP0015","2021-03-15 04:00:00","2021-03-15 05:00:00","PM25","5.91988846554756"
"CLDP0015","2021-03-15 05:00:00","2021-03-15 06:00:00","PM25","6.45173786029816"
"CLDP0015","2021-03-15 06:00:00","2021-03-15 07:00:00","PM25","8.68258098917007"
"CLDP0015","2021-03-15 07:00:00","2021-03-15 08:00:00","PM25","10.6920011374156"
"CLDP0015","2021-03-15 08:00:00","2021-03-15 09:00:00","PM25","10.8187123241425"
"CLDP0015","2021-03-15 09:00:00","2021-03-15 10:00:00","PM25","9.87087626902262"
"CLDP0015","2021-03-15 10:00:00","2021-03-15 11:00:00","PM25","7.91811531009674"
"CLDP0015","2021-03-15 11:00:00","2021-03-15 12:00:00","PM25","3.89945650218328"
"CLDP0015","2021-03-15 12:00:00","2021-03-15 13:00:00","PM25","3.18400530319214"
"CLDP0015","2021-03-15 13:00:00","2021-03-15 14:00:00","PM25","4.7958690454483"
"CLDP0015","2021-03-15 14:00:00","2021-03-15 15:00:00","PM25","5.9228674659729"
"CLDP0015","2021-03-15 15:00:00","2021-03-15 16:00:00","PM25","4.55215017290115"
"CLDP0015","2021-03-15 16:00:00","2021-03-15 17:00:00","PM25","4.64505670585632"
"CLDP0015","2021-03-15 17:00:00","2021-03-15 18:00:00","PM25","5.70406192064285"
"CLDP0015","2021-03-15 18:00:00","2021-03-15 19:00:00","PM25","6.5392062485377"
"CLDP0015","2021-03-15 19:00:00","2021-03-15 20:00:00","PM25","8.70079249477386"
"CLDP0015","2021-03-15 20:00:00","2021-03-15 21:00:00","PM25","11.0859234493256"
"CLDP0015","2021-03-15 21:00:00","2021-03-15 22:00:00","PM25","10.123773945109"
"CLDP0015","2021-03-15 22:00:00","2021-03-15 23:00:00","PM25","8.77441674528122"
"CLDP0015","2021-03-15 23:00:00","2021-03-16 00:00:00","PM25","9.65448586463928"
"CLDP0016","2021-03-08 00:00:00","2021-03-08 01:00:00","NO2","84.8217440122876"
"CLDP0016","2021-03-08 01:00:00","2021-03-08 02:00:00","NO2","76.7202213214979"
"CLDP0016","2021-03-08 02:00:00","2021-03-08 03:00:00","NO2","72.2628436187704"
"CLDP0016","2021-03-08 03:00:00","2021-03-08 04:00:00","NO2","68.6820276334729"
"CLDP0016","2021-03-08 04:00:00","2021-03-08 05:00:00","NO2","66.2034536316538"
"CLDP0016","2021-03-08 05:00:00","2021-03-08 06:00:00","NO2","73.5388268705968"
"CLDP0016","2021-03-08 06:00:00","2021-03-08 07:00:00","NO2","76.0941709933066"
"CLDP0016","2021-03-08 07:00:00","2021-03-08 08:00:00","NO2","80.596835619469"
"CLDP0016","2021-03-08 08:00:00","2021-03-08 09:00:00","NO2","86.7915569173333"
"CLDP0016","2021-03-08 09:00:00","2021-03-08 10:00:00","NO2","87.8457817701113"
"CLDP0016","2021-03-08 10:00:00","2021-03-08 11:00:00","NO2","77.699967360157"
"CLDP0016","2021-03-08 11:00:00","2021-03-08 12:00:00","NO2","69.9919936231896"
"CLDP0016","2021-03-08 12:00:00","2021-03-08 13:00:00","NO2","76.2009189896969"
"CLDP0016","2021-03-08 13:00:00","2021-03-08 14:00:00","NO2","56.9880006975017"
"CLDP0016","2021-03-08 14:00:00","2021-03-08 15:00:00","NO2","44.5031663548493"
"CLDP0016","2021-03-08 15:00:00","2021-03-08 16:00:00","NO2","53.6335999135806"
"CLDP0016","2021-03-08 16:00:00","2021-03-08 17:00:00","NO2","38.6529214901969"
"CLDP0016","2021-03-08 17:00:00","2021-03-08 18:00:00","NO2","50.0900566149486"
"CLDP0016","2021-03-08 18:00:00","2021-03-08 19:00:00","NO2","62.8483174595191"
"CLDP0016","2021-03-08 19:00:00","2021-03-08 20:00:00","NO2","82.2323992429686"
"CLDP0016","2021-03-08 20:00:00","2021-03-08 21:00:00","NO2","80.5128868326064"
"CLDP0016","2021-03-08 21:00:00","2021-03-08 22:00:00","NO2","84.5068863088105"
"CLDP0016","2021-03-08 22:00:00","2021-03-08 23:00:00","NO2","88.0981561665699"
"CLDP0016","2021-03-08 23:00:00","2021-03-09 00:00:00","NO2","86.9626702388216"
"CLDP0016","2021-03-09 00:00:00","2021-03-09 01:00:00","NO2","73.9338697167556"
"CLDP0016","2021-03-09 01:00:00","2021-03-09 02:00:00","NO2","65.8691827345709"
"CLDP0016","2021-03-09 02:00:00","2021-03-09 03:00:00","NO2","54.39634178222"
"CLDP0016","2021-03-09 03:00:00","2021-03-09 04:00:00","NO2","46.8325207867974"
"CLDP0016","2021-03-09 04:00:00","2021-03-09 05:00:00","NO2","47.5335351627682"
"CLDP0016","2021-03-09 05:00:00","2021-03-09 06:00:00","NO2","53.1613568437424"
"CLDP0016","2021-03-09 06:00:00","2021-03-09 07:00:00","NO2","65.1478619024934"
"CLDP0016","2021-03-09 07:00:00","2021-03-09 08:00:00","NO2","64.807987159398"
"CLDP0016","2021-03-09 08:00:00","2021-03-09 09:00:00","NO2","62.3302211649295"
"CLDP0016","2021-03-09 09:00:00","2021-03-09 10:00:00","NO2","65.1387882836877"
"CLDP0016","2021-03-09 10:00:00","2021-03-09 11:00:00","NO2","57.3791668435011"
"CLDP0016","2021-03-09 11:00:00","2021-03-09 12:00:00","NO2","51.4826622645807"
"CLDP0016","2021-03-09 12:00:00","2021-03-09 13:00:00","NO2","59.710678339637"
"CLDP0016","2021-03-09 13:00:00","2021-03-09 14:00:00","NO2","61.3435846519376"
"CLDP0016","2021-03-09 14:00:00","2021-03-09 15:00:00","NO2","65.191933130049"
"CLDP0016","2021-03-09 15:00:00","2021-03-09 16:00:00","NO2","58.6718525961699"
"CLDP0016","2021-03-09 16:00:00","2021-03-09 17:00:00","NO2","75.2868278816161"
"CLDP0016","2021-03-09 17:00:00","2021-03-09 18:00:00","NO2","78.5169845588014"
"CLDP0016","2021-03-09 18:00:00","2021-03-09 19:00:00","NO2","83.6922473646794"
"CLDP0016","2021-03-09 19:00:00","2021-03-09 20:00:00","NO2","65.9051510634353"
"CLDP0016","2021-03-09 20:00:00","2021-03-09 21:00:00","NO2","57.9577635980882"
"CLDP0016","2021-03-09 21:00:00","2021-03-09 22:00:00","NO2","41.0042281141437"
"CLDP0016","2021-03-09 22:00:00","2021-03-09 23:00:00","NO2","32.6017656919396"
"CLDP0016","2021-03-09 23:00:00","2021-03-10 00:00:00","NO2","27.6987057202844"
"CLDP0016","2021-03-10 00:00:00","2021-03-10 01:00:00","NO2","35.1531000001888"
"CLDP0016","2021-03-10 01:00:00","2021-03-10 02:00:00","NO2","22.8875094000821"
"CLDP0016","2021-03-10 02:00:00","2021-03-10 03:00:00","NO2","19.7854699694391"
"CLDP0016","2021-03-10 03:00:00","2021-03-10 04:00:00","NO2","17.9673333482948"
"CLDP0016","2021-03-10 04:00:00","2021-03-10 05:00:00","NO2","15.3358602837692"
"CLDP0016","2021-03-10 05:00:00","2021-03-10 06:00:00","NO2","34.1248732646019"
"CLDP0016","2021-03-10 06:00:00","2021-03-10 07:00:00","NO2","48.6350522974869"
"CLDP0016","2021-03-10 07:00:00","2021-03-10 08:00:00","NO2","54.7820103117944"
"CLDP0016","2021-03-10 08:00:00","2021-03-10 09:00:00","NO2","60.9108852643615"
"CLDP0016","2021-03-10 09:00:00","2021-03-10 10:00:00","NO2","71.2873431593321"
"CLDP0016","2021-03-10 10:00:00","2021-03-10 11:00:00","NO2","67.1108644969995"
"CLDP0016","2021-03-10 11:00:00","2021-03-10 12:00:00","NO2","71.6984616014344"
"CLDP0016","2021-03-10 12:00:00","2021-03-10 13:00:00","NO2","67.6880033449512"
"CLDP0016","2021-03-10 13:00:00","2021-03-10 14:00:00","NO2","70.4433564713096"
"CLDP0016","2021-03-10 14:00:00","2021-03-10 15:00:00","NO2","59.5865657991889"
"CLDP0016","2021-03-10 15:00:00","2021-03-10 16:00:00","NO2","64.3383093385149"
"CLDP0016","2021-03-10 16:00:00","2021-03-10 17:00:00","NO2","68.3901518045951"
"CLDP0016","2021-03-10 17:00:00","2021-03-10 18:00:00","NO2","56.5426379699524"
"CLDP0016","2021-03-10 18:00:00","2021-03-10 19:00:00","NO2","41.8289508816379"
"CLDP0016","2021-03-10 19:00:00","2021-03-10 20:00:00","NO2","41.0322654688547"
"CLDP0016","2021-03-10 20:00:00","2021-03-10 21:00:00","NO2","28.158556700104"
"CLDP0016","2021-03-10 21:00:00","2021-03-10 22:00:00","NO2","26.9506096073887"
"CLDP0016","2021-03-10 22:00:00","2021-03-10 23:00:00","NO2","23.043958385946"
"CLDP0016","2021-03-10 23:00:00","2021-03-11 00:00:00","NO2","11.072015987703"
"CLDP0016","2021-03-11 00:00:00","2021-03-11 01:00:00","NO2","20.1432226339628"
"CLDP0016","2021-03-11 01:00:00","2021-03-11 02:00:00","NO2","15.0648793244546"
"CLDP0016","2021-03-11 02:00:00","2021-03-11 03:00:00","NO2","8.55643819433587"
"CLDP0016","2021-03-11 03:00:00","2021-03-11 04:00:00","NO2","12.0215720234352"
"CLDP0016","2021-03-11 04:00:00","2021-03-11 05:00:00","NO2","12.6302771604315"
"CLDP0016","2021-03-11 05:00:00","2021-03-11 06:00:00","NO2","17.8467450217062"
"CLDP0016","2021-03-11 06:00:00","2021-03-11 07:00:00","NO2","29.8754180884647"
"CLDP0016","2021-03-11 07:00:00","2021-03-11 08:00:00","NO2","38.50054558443"
"CLDP0016","2021-03-11 08:00:00","2021-03-11 09:00:00","NO2","45.8407673417845"
"CLDP0016","2021-03-11 09:00:00","2021-03-11 10:00:00","NO2","47.5900999648989"
"CLDP0016","2021-03-11 10:00:00","2021-03-11 11:00:00","NO2","47.5916676855805"
"CLDP0016","2021-03-11 11:00:00","2021-03-11 12:00:00","NO2","55.4185150946578"
"CLDP0016","2021-03-11 12:00:00","2021-03-11 13:00:00","NO2","59.5180810866184"
"CLDP0016","2021-03-11 13:00:00","2021-03-11 14:00:00","NO2","59.5028248817265"
"CLDP0016","2021-03-11 14:00:00","2021-03-11 15:00:00","NO2","56.0547443726256"
"CLDP0016","2021-03-11 15:00:00","2021-03-11 16:00:00","NO2","61.4740598865838"
"CLDP0016","2021-03-11 16:00:00","2021-03-11 17:00:00","NO2","64.4886154269028"
