"site_code","species_code","measurement_start_utc","measurement_end_utc","value"
"LB5","SO2","2021-03-09 20:00:00","2021-03-09 21:00:00","1.6"
"LB5","SO2","2021-03-09 06:00:00","2021-03-09 07:00:00","1.5"
"SK8","FINE","2021-03-08 13:00:00","2021-03-08 14:00:00","37.4"
"BQ9","PM25","2021-03-14 01:00:00","2021-03-14 02:00:00","4.4"
"BL0","NO2","2021-03-13 03:00:00","2021-03-13 04:00:00","7.7"
"RI1","PM10","2021-03-10 00:00:00","2021-03-10 01:00:00","18.8"
"BL0","SO2","2021-03-13 21:00:00","2021-03-13 22:00:00","1.2"
"SK8","TSP","2021-03-08 01:00:00","2021-03-08 02:00:00","64.8"
"LB5","NO2","2021-03-09 13:00:00","2021-03-09 14:00:00","56.8"
"BL0","FINE","2021-03-13 02:00:00","2021-03-13 03:00:00",NULL
"RI1","NO2","2021-03-10 03:00:00","2021-03-10 04:00:00","5.3"
"BL0","CO","2021-03-13 16:00:00","2021-03-13 17:00:00",NULL
"BQ9","TSP","2021-03-14 04:00:00","2021-03-14 05:00:00","4"
"LB5","NO2","2021-03-09 22:00:00","2021-03-09 23:00:00","28.8"
"RI1","NO2","2021-03-10 09:00:00","2021-03-10 10:00:00","22.9"
"SK8","NO2","2021-03-08 21:00:00","2021-03-08 22:00:00","83.5"
"RI1","NO2","2021-03-10 01:00:00","2021-03-10 02:00:00","7.3"
"SK8","NO2","2021-03-08 00:00:00","2021-03-08 01:00:00","84.1"
"SK8","FINE","2021-03-08 15:00:00","2021-03-08 16:00:00","27.2"
"LB5","NO2","2021-03-09 06:00:00","2021-03-09 07:00:00","50.2"
"BQ9","FINE","2021-03-14 11:00:00","2021-03-14 12:00:00","2.8"
"SK8","FINE","2021-03-08 08:00:00","2021-03-08 09:00:00","44"
"SK8","PM1","2021-03-08 03:00:00","2021-03-08 04:00:00","39.6"
"HV1","PM10","2021-03-11 23:00:00","2021-03-12 00:00:00","6.5"
"LB5","NO2","2021-03-09 19:00:00","2021-03-09 20:00:00","55.1"
"LB5","SO2","2021-03-09 07:00:00","2021-03-09 08:00:00","2.9"
"LB5","SO2","2021-03-09 03:00:00","2021-03-09 04:00:00","-0.1"
"EI3","PM10","2021-03-12 10:00:00","2021-03-12 11:00:00","6.7"
"SK8","NO2","2021-03-08 20:00:00","2021-03-08 21:00:00","73.6"
"RI1","PM10","2021-03-10 20:00:00","2021-03-10 21:00:00","7.7"
"SK8","FINE","2021-03-08 16:00:00","2021-03-08 17:00:00","18.9"
"RI1","NO2","2021-03-10 02:00:00","2021-03-10 03:00:00","6.5"
"BL0","PM25","2021-03-13 10:00:00","2021-03-13 11:00:00","5"
"SK8","TSP","2021-03-08 19:00:00","2021-03-08 20:00:00","36.8"
"SK8","PM10","2021-03-08 13:00:00","2021-03-08 14:00:00","50.1"
"EI3","PM10","2021-03-12 00:00:00","2021-03-12 01:00:00","10.6"
"HV1","NO2","2021-03-11 08:00:00","2021-03-11 09:00:00","16.6"
"SK8","PM1","2021-03-08 13:00:00","2021-03-08 14:00:00","33.4"
"SK8","PM10","2021-03-08 02:00:00","2021-03-08 03:00:00","52.8"
"HV1","NO2","2021-03-11 16:00:00","2021-03-11 17:00:00","30.4"
"SK8","PM10","2021-03-08 23:00:00","2021-03-09 00:00:00","40"
"RI1","NO2","2021-03-10 16:00:00","2021-03-10 17:00:00","15.8"
"RI1","PM10","2021-03-10 18:00:00","2021-03-10 19:00:00","8.2"
"SK8","FINE","2021-03-08 10:00:00","2021-03-08 11:00:00","47"
"BL0","PM10","2021-03-13 04:00:00","2021-03-13 05:00:00","11"
"RI1","PM10","2021-03-10 21:00:00","2021-03-10 22:00:00","5.4"
"SK8","PM25","2021-03-08 08:00:00","2021-03-08 09:00:00","41.5"
"LB5","NO2","2021-03-09 18:00:00","2021-03-09 19:00:00","69.9"
"LB5","PM10","2021-03-09 21:00:00","2021-03-09 22:00:00","78"
"LB5","NO2","2021-03-09 01:00:00","2021-03-09 02:00:00","46.6"
"LB5","NO2","2021-03-09 00:00:00","2021-03-09 01:00:00","60.6"
"SK8","NO2","2021-03-08 04:00:00","2021-03-08 05:00:00","65.4"
"HV1","PM25","2021-03-11 05:00:00","2021-03-11 06:00:00","8.6"
"RI1","PM10","2021-03-10 01:00:00","2021-03-10 02:00:00","20.5"
"SKB","NO2","2021-03-15 00:00:00","2021-03-15 01:00:00","34.2"
"BL0","NO2","2021-03-13 13:00:00","2021-03-13 14:00:00","28.7"
"BL0","CO","2021-03-13 23:00:00","2021-03-14 00:00:00",NULL
"LB5","PM10","2021-03-09 09:00:00","2021-03-09 10:00:00","122"
"SK8","PM1","2021-03-08 20:00:00","2021-03-08 21:00:00","19.7"
"LB5","PM10","2021-03-09 18:00:00","2021-03-09 19:00:00","128"
"LB5","SO2","2021-03-09 10:00:00","2021-03-09 11:00:00","2.4"
"RI1","PM10","2021-03-10 14:00:00","2021-03-10 15:00:00","14.7"
"SKB","TSP","2021-03-15 01:00:00","2021-03-15 02:00:00","10.2"
"BQ9","TSP","2021-03-14 03:00:00","2021-03-14 04:00:00","4.7"
"RI1","NO2","2021-03-10 08:00:00","2021-03-10 09:00:00","25.5"
"SKB","PM1","2021-03-15 18:00:00","2021-03-15 19:00:00","5.1"
"RI1","PM10","2021-03-10 12:00:00","2021-03-10 13:00:00","27.2"
"LB5","NO2","2021-03-09 05:00:00","2021-03-09 06:00:00","37.2"
"SK8","NO2","2021-03-08 16:00:00","2021-03-08 17:00:00","46.1"
"LB5","PM10","2021-03-09 20:00:00","2021-03-09 21:00:00","88"
"BL0","CO","2021-03-13 01:00:00","2021-03-13 02:00:00",NULL
"BL0","NO2","2021-03-13 10:00:00","2021-03-13 11:00:00","28.7"
"SK8","FINE","2021-03-08 00:00:00","2021-03-08 01:00:00","51.4"
"BL0","PM10","2021-03-13 22:00:00","2021-03-13 23:00:00","8"
"SK8","TSP","2021-03-08 22:00:00","2021-03-08 23:00:00","53"
"BL0","PM25","2021-03-13 12:00:00","2021-03-13 13:00:00","8"
"LB5","NO2","2021-03-09 11:00:00","2021-03-09 12:00:00","62.6"
"RI1","NO2","2021-03-10 17:00:00","2021-03-10 18:00:00","12.8"
"EI3","PM10","2021-03-12 06:00:00","2021-03-12 07:00:00","11.5"
"LB5","NO2","2021-03-09 08:00:00","2021-03-09 09:00:00","70.4"
"LB5","SO2","2021-03-09 16:00:00","2021-03-09 17:00:00","2.4"
"BL0","PM10","2021-03-13 00:00:00","2021-03-13 01:00:00","5"
"BL0","NO2","2021-03-13 06:00:00","2021-03-13 07:00:00","5.7"
"SK8","PM10","2021-03-08 18:00:00","2021-03-08 19:00:00","25.6"
"BL0","O3","2021-03-13 01:00:00","2021-03-13 02:00:00","75.8"
"SK8","PM25","2021-03-08 19:00:00","2021-03-08 20:00:00","18.1"
"BL0","CO","2021-03-13 14:00:00","2021-03-13 15:00:00",NULL
"SK8","PM1","2021-03-08 09:00:00","2021-03-08 10:00:00","40.3"
"LB5","SO2","2021-03-09 05:00:00","2021-03-09 06:00:00","1.3"
"RI1","NO2","2021-03-10 12:00:00","2021-03-10 13:00:00","16.9"
"RI1","NO2","2021-03-10 15:00:00","2021-03-10 16:00:00","14.3"
"RI1","NO2","2021-03-10 07:00:00","2021-03-10 08:00:00","20.7"
"LB5","NO2","2021-03-09 09:00:00","2021-03-09 10:00:00","73.5"
"EI3","PM10","2021-03-12 07:00:00","2021-03-12 08:00:00","10.8"
"HV1","NO2","2021-03-11 00:00:00","2021-03-11 01:00:00","5.6"
"SKB","FINE","2021-03-15 18:00:00","2021-03-15 19:00:00","7.7"
"SK8","NO2","2021-03-08 05:00:00","2021-03-08 06:00:00","71.2"
"SK5","NO2","2021-03-10 04:00:00","2021-03-10 05:00:00","6.9"
"SK8","PM1","2021-03-08 23:00:00","2021-03-09 00:00:00","28.6"
"LB5","PM10","2021-03-09 05:00:00","2021-03-09 06:00:00","28"
"SK8","TSP","2021-03-08 09:00:00","2021-03-08 10:00:00","73.6"
"LB5","SO2","2021-03-09 13:00:00","2021-03-09 14:00:00","3.3"
"SK5","NO2","2021-03-10 09:00:00","2021-03-10 10:00:00","16.2"
"BQ9","TSP","2021-03-14 19:00:00","2021-03-14 20:00:00","6"
"SK5","PM10","2021-03-10 21:00:00","2021-03-10 22:00:00","0"
"SK8","FINE","2021-03-08 04:00:00","2021-03-08 05:00:00","39.8"
"EI3","PM10","2021-03-12 02:00:00","2021-03-12 03:00:00","14.5"
"HV1","PM10","2021-03-11 04:00:00","2021-03-11 05:00:00","21.5"
"SKB","PM10","2021-03-15 01:00:00","2021-03-15 02:00:00","8.3"
"EI3","PM10","2021-03-12 17:00:00","2021-03-12 18:00:00","11.1"
"BQ9","FINE","2021-03-14 10:00:00","2021-03-14 11:00:00","3.3"
"SK5","PM10","2021-03-10 04:00:00","2021-03-10 05:00:00","29"
"SK5","PM10","2021-03-10 07:00:00","2021-03-10 08:00:00","34"
"EI3","NO2","2021-03-12 08:00:00","2021-03-12 09:00:00","21.5"
"LB5","SO2","2021-03-09 02:00:00","2021-03-09 03:00:00","3.4"
"LB5","PM10","2021-03-09 03:00:00","2021-03-09 04:00:00","95"
"LB5","PM10","2021-03-09 00:00:00","2021-03-09 01:00:00","66"
"SK8","PM10","2021-03-08 08:00:00","2021-03-08 09:00:00","61"
"BQ9","PM25","2021-03-14 23:00:00","2021-03-15 00:00:00","7.6"
"SK8","NO2","2021-03-08 10:00:00","2021-03-08 11:00:00","59"
"EI3","PM10","2021-03-12 12:00:00","2021-03-12 13:00:00","12.1"
"HV1","PM25","2021-03-11 18:00:00","2021-03-11 19:00:00","4.7"
"SK5","NO2","2021-03-10 01:00:00","2021-03-10 02:00:00","11.3"
"HV1","PM25","2021-03-11 14:00:00","2021-03-11 15:00:00","4.8"
"BL0","PM10","2021-03-13 10:00:00","2021-03-13 11:00:00","7"
"HV1","NO2","2021-03-11 07:00:00","2021-03-11 08:00:00","16.2"
"HV1","PM10","2021-03-11 12:00:00","2021-03-11 13:00:00","19.1"
"HV1","NO2","2021-03-11 10:00:00","2021-03-11 11:00:00","16.1"
"SK5","PM10","2021-03-10 23:00:00","2021-03-11 00:00:00","7"
"LB5","NO2","2021-03-09 10:00:00","2021-03-09 11:00:00","67.9"
"SKB","PM1","2021-03-15 21:00:00","2021-03-15 22:00:00","7.1"
"BL0","PM25","2021-03-13 17:00:00","2021-03-13 18:00:00","4"
"SK8","TSP","2021-03-08 20:00:00","2021-03-08 21:00:00","47.6"
"HV1","PM25","2021-03-11 06:00:00","2021-03-11 07:00:00","7.2"
"SKB","FINE","2021-03-15 15:00:00","2021-03-15 16:00:00","5.2"
"EI3","NO2","2021-03-12 12:00:00","2021-03-12 13:00:00","22.9"
"BQ9","PM10","2021-03-14 06:00:00","2021-03-14 07:00:00","5.3"
"SK8","PM1","2021-03-08 16:00:00","2021-03-08 17:00:00","16.2"
"LB5","PM10","2021-03-09 08:00:00","2021-03-09 09:00:00","141"
"LB5","PM10","2021-03-09 02:00:00","2021-03-09 03:00:00","142"
"SK5","PM10","2021-03-10 01:00:00","2021-03-10 02:00:00","22"
"SK8","FINE","2021-03-08 14:00:00","2021-03-08 15:00:00","30.5"
"BQ9","TSP","2021-03-14 05:00:00","2021-03-14 06:00:00","5.5"
"LB5","NO2","2021-03-09 12:00:00","2021-03-09 13:00:00","61.7"
"EI3","NO2","2021-03-12 19:00:00","2021-03-12 20:00:00","17.3"
"LB5","SO2","2021-03-09 19:00:00","2021-03-09 20:00:00","1.8"
"LB5","SO2","2021-03-09 17:00:00","2021-03-09 18:00:00","1.8"
"EI3","PM10","2021-03-12 01:00:00","2021-03-12 02:00:00","13"
"EI3","NO2","2021-03-12 17:00:00","2021-03-12 18:00:00","24.2"
"SK8","PM25","2021-03-08 18:00:00","2021-03-08 19:00:00","16.4"
"EI3","PM10","2021-03-12 05:00:00","2021-03-12 06:00:00","14.6"
"LB5","PM10","2021-03-09 13:00:00","2021-03-09 14:00:00","80"
"LB5","SO2","2021-03-09 23:00:00","2021-03-10 00:00:00","1.9"
"LB5","PM10","2021-03-09 23:00:00","2021-03-10 00:00:00","67"
"LB5","NO2","2021-03-09 17:00:00","2021-03-09 18:00:00","64.4"
"HV1","PM10","2021-03-11 08:00:00","2021-03-11 09:00:00","18"
"EI3","PM10","2021-03-12 13:00:00","2021-03-12 14:00:00","12.4"
"BL0","CO","2021-03-13 13:00:00","2021-03-13 14:00:00",NULL
"EI3","NO2","2021-03-12 02:00:00","2021-03-12 03:00:00","6.9"
"SK8","PM25","2021-03-08 03:00:00","2021-03-08 04:00:00","39.7"
"HV1","PM10","2021-03-11 09:00:00","2021-03-11 10:00:00","16.4"
"EI3","NO2","2021-03-12 07:00:00","2021-03-12 08:00:00","15.4"
"EI3","NO2","2021-03-12 20:00:00","2021-03-12 21:00:00","13.2"
"SK8","NO2","2021-03-08 19:00:00","2021-03-08 20:00:00","52.2"
"BL0","PM10","2021-03-13 08:00:00","2021-03-13 09:00:00","12"
"SK8","NO2","2021-03-08 09:00:00","2021-03-08 10:00:00","64"
"BQ9","PM1","2021-03-14 01:00:00","2021-03-14 02:00:00","2.8"
"HV1","PM25","2021-03-11 13:00:00","2021-03-11 14:00:00","5"
"LB5","PM10","2021-03-09 14:00:00","2021-03-09 15:00:00","96"
"HV1","NO2","2021-03-11 22:00:00","2021-03-11 23:00:00","20.1"
"HV1","PM10","2021-03-11 13:00:00","2021-03-11 14:00:00","15.7"
"SK5","PM10","2021-03-10 12:00:00","2021-03-10 13:00:00","10"
"SK5","NO2","2021-03-10 12:00:00","2021-03-10 13:00:00","12.4"
"BL0","SO2","2021-03-13 00:00:00","2021-03-13 01:00:00",NULL
"SK8","PM25","2021-03-08 11:00:00","2021-03-08 12:00:00","42.1"
"SK8","PM25","2021-03-08 23:00:00","2021-03-09 00:00:00","30"
"SK8","NO2","2021-03-08 15:00:00","2021-03-08 16:00:00","46.4"
"SK8","PM25","2021-03-08 05:00:00","2021-03-08 06:00:00","38"
"SK8","PM1","2021-03-08 18:00:00","2021-03-08 19:00:00","15"
"SK5","PM10","2021-03-10 18:00:00","2021-03-10 19:00:00","1"
"BQ9","PM1","2021-03-14 11:00:00","2021-03-14 12:00:00","1.5"
"HV1","PM10","2021-03-11 21:00:00","2021-03-11 22:00:00","10.6"
"SK5","NO2","2021-03-10 15:00:00","2021-03-10 16:00:00","13.9"
"BL0","PM25","2021-03-13 04:00:00","2021-03-13 05:00:00","1"
"LB5","NO2","2021-03-09 02:00:00","2021-03-09 03:00:00","70.6"
"SK8","TSP","2021-03-08 03:00:00","2021-03-08 04:00:00","52.7"
"EI3","PM10","2021-03-12 09:00:00","2021-03-12 10:00:00","12.5"
"LB5","NO2","2021-03-09 07:00:00","2021-03-09 08:00:00","67"
"SK8","PM25","2021-03-08 13:00:00","2021-03-08 14:00:00","35.3"
"BQ9","PM25","2021-03-14 15:00:00","2021-03-14 16:00:00","4.6"
"SK8","FINE","2021-03-08 17:00:00","2021-03-08 18:00:00","17.1"
"BL0","PM10","2021-03-13 06:00:00","2021-03-13 07:00:00","17"
"EI3","PM10","2021-03-12 15:00:00","2021-03-12 16:00:00","15.3"
"BL0","FINE","2021-03-13 01:00:00","2021-03-13 02:00:00",NULL
"HV1","NO2","2021-03-11 18:00:00","2021-03-11 19:00:00","21.3"
"SK5","NO2","2021-03-10 00:00:00","2021-03-10 01:00:00","13.3"
"BL0","FINE","2021-03-13 20:00:00","2021-03-13 21:00:00",NULL
"SK8","TSP","2021-03-08 16:00:00","2021-03-08 17:00:00","44.3"
"SK5","NO2","2021-03-10 10:00:00","2021-03-10 11:00:00","14.4"
"LB5","PM10","2021-03-09 12:00:00","2021-03-09 13:00:00","98"
"SKB","PM10","2021-03-15 05:00:00","2021-03-15 06:00:00","10"
"BL0","PM10","2021-03-13 14:00:00","2021-03-13 15:00:00","11"
"SK8","PM25","2021-03-08 09:00:00","2021-03-08 10:00:00","41.8"
"SK5","NO2","2021-03-10 21:00:00","2021-03-10 22:00:00","8.6"
"BL0","PM10","2021-03-13 16:00:00","2021-03-13 17:00:00","14"
"LB5","PM10","2021-03-09 06:00:00","2021-03-09 07:00:00","67"
"EI3","NO2","2021-03-12 10:00:00","2021-03-12 11:00:00","21.8"
"HV1","PM25","2021-03-11 21:00:00","2021-03-11 22:00:00","3"
"BQ9","TSP","2021-03-14 06:00:00","2021-03-14 07:00:00","6.4"
"LB5","SO2","2021-03-09 12:00:00","2021-03-09 13:00:00","1.9"
"BL0","FINE","2021-03-13 15:00:00","2021-03-13 16:00:00",NULL
"SK8","FINE","2021-03-08 19:00:00","2021-03-08 20:00:00","19.2"
"LB5","NO2","2021-03-09 14:00:00","2021-03-09 15:00:00","45.7"
"SK5","PM10","2021-03-10 02:00:00","2021-03-10 03:00:00","25"
"SK5","NO2","2021-03-10 06:00:00","2021-03-10 07:00:00","10.1"
"LB5","SO2","2021-03-09 09:00:00","2021-03-09 10:00:00","4.3"
"SK5","NO2","2021-03-10 11:00:00","2021-03-10 12:00:00","12.4"
"SK5","NO2","2021-03-10 20:00:00","2021-03-10 21:00:00","9.9"
"SK8","PM10","2021-03-08 10:00:00","2021-03-08 11:00:00","62.2"
"LB5","SO2","2021-03-09 21:00:00","2021-03-09 22:00:00","2.3"
"SK8","PM25","2021-03-08 22:00:00","2021-03-08 23:00:00","29.8"
"SK8","PM1","2021-03-08 17:00:00","2021-03-08 18:00:00","14.6"
"SK8","TSP","2021-03-08 08:00:00","2021-03-08 09:00:00","80.4"
"HV1","NO2","2021-03-11 13:00:00","2021-03-11 14:00:00","21.1"
"LB5","SO2","2021-03-09 01:00:00","2021-03-09 02:00:00","0.4"
"SK8","FINE","2021-03-08 22:00:00","2021-03-08 23:00:00","31.6"
"SK5","NO2","2021-03-10 19:00:00","2021-03-10 20:00:00","11.9"
"SK8","TSP","2021-03-08 07:00:00","2021-03-08 08:00:00","73.5"
"BL0","SO2","2021-03-13 23:00:00","2021-03-14 00:00:00","1.2"
"LB5","SO2","2021-03-09 14:00:00","2021-03-09 15:00:00","1.3"
"BL0","SO2","2021-03-13 20:00:00","2021-03-13 21:00:00","1.1"
"SK8","PM25","2021-03-08 20:00:00","2021-03-08 21:00:00","21.5"
"HV1","NO2","2021-03-11 01:00:00","2021-03-11 02:00:00","2.6"
"LB5","SO2","2021-03-09 11:00:00","2021-03-09 12:00:00","1.5"
"HV1","NO2","2021-03-11 14:00:00","2021-03-11 15:00:00","17.1"
"EI3","NO2","2021-03-12 23:00:00","2021-03-13 00:00:00","5"
"SK5","PM10","2021-03-10 03:00:00","2021-03-10 04:00:00","28"
"LB5","PM10","2021-03-09 11:00:00","2021-03-09 12:00:00","81"
"SK8","PM10","2021-03-08 22:00:00","2021-03-08 23:00:00","42"
"SK8","PM1","2021-03-08 11:00:00","2021-03-08 12:00:00","40.5"
"EI3","NO2","2021-03-12 06:00:00","2021-03-12 07:00:00","12"
"SK8","PM25","2021-03-08 04:00:00","2021-03-08 05:00:00","37.6"
"HV1","PM25","2021-03-11 20:00:00","2021-03-11 21:00:00","3.1"
"BQ9","PM10","2021-03-14 18:00:00","2021-03-14 19:00:00","11.9"
"SK8","PM1","2021-03-08 15:00:00","2021-03-08 16:00:00","23.8"
"SK8","PM25","2021-03-08 15:00:00","2021-03-08 16:00:00","25.6"
"LB5","PM10","2021-03-09 01:00:00","2021-03-09 02:00:00","31"
"LB5","SO2","2021-03-09 08:00:00","2021-03-09 09:00:00","4.1"
"SKB","TSP","2021-03-15 05:00:00","2021-03-15 06:00:00","12.4"
"EI3","PM10","2021-03-12 21:00:00","2021-03-12 22:00:00","11.8"
"SK8","FINE","2021-03-08 23:00:00","2021-03-09 00:00:00","31.8"
"HV1","PM10","2021-03-11 16:00:00","2021-03-11 17:00:00","13.7"
"HV1","NO2","2021-03-11 04:00:00","2021-03-11 05:00:00","5.5"
"EI3","PM10","2021-03-12 04:00:00","2021-03-12 05:00:00","15.8"
"SK5","PM10","2021-03-10 06:00:00","2021-03-10 07:00:00","35"
"SK8","PM10","2021-03-08 04:00:00","2021-03-08 05:00:00","47.3"
"HV1","PM25","2021-03-11 04:00:00","2021-03-11 05:00:00","7.2"
"BL0","CO","2021-03-13 12:00:00","2021-03-13 13:00:00",NULL
"HV1","PM25","2021-03-11 15:00:00","2021-03-11 16:00:00","3.4"
"SK5","NO2","2021-03-10 03:00:00","2021-03-10 04:00:00","8.3"
"SK5","NO2","2021-03-10 08:00:00","2021-03-10 09:00:00","16.4"
"SK8","PM10","2021-03-08 09:00:00","2021-03-08 10:00:00","59.1"
"HV1","PM10","2021-03-11 05:00:00","2021-03-11 06:00:00","21.2"
"SK8","NO2","2021-03-08 14:00:00","2021-03-08 15:00:00","55.5"
"SK5","PM10","2021-03-10 08:00:00","2021-03-10 09:00:00","33"
"LB4","SO2","2021-03-09 15:00:00","2021-03-09 16:00:00",NULL
"EI3","PM10","2021-03-12 08:00:00","2021-03-12 09:00:00","16.2"
"BQ9","FINE","2021-03-14 23:00:00","2021-03-15 00:00:00","8"
"SK8","TSP","2021-03-08 12:00:00","2021-03-08 13:00:00","66.2"
"EI3","PM10","2021-03-12 19:00:00","2021-03-12 20:00:00","2.5"
"SK5","NO2","2021-03-10 14:00:00","2021-03-10 15:00:00","13"
"HV1","NO2","2021-03-11 19:00:00","2021-03-11 20:00:00","22.2"
"SK8","PM1","2021-03-08 14:00:00","2021-03-08 15:00:00","26.7"
"EI3","PM10","2021-03-12 20:00:00","2021-03-12 21:00:00","18.5"
"SK8","NO2","2021-03-08 02:00:00","2021-03-08 03:00:00","73.2"
"LB4","NO2","2021-03-09 22:00:00","2021-03-09 23:00:00","43.7"
"SK8","PM25","2021-03-08 12:00:00","2021-03-08 13:00:00","39.6"
"LB4","NO2","2021-03-09 19:00:00","2021-03-09 20:00:00","109.4"
"LB4","PM10","2021-03-09 10:00:00","2021-03-09 11:00:00","44.4"
"SKB","PM25","2021-03-15 21:00:00","2021-03-15 22:00:00","9.8"
"HV1","PM10","2021-03-11 03:00:00","2021-03-11 04:00:00","26.5"
"LB4","NO2","2021-03-09 13:00:00","2021-03-09 14:00:00","107.1"
"SK8","TSP","2021-03-08 11:00:00","2021-03-08 12:00:00","72.7"
"SK5","NO2","2021-03-10 07:00:00","2021-03-10 08:00:00","14.1"
"EI3","NO2","2021-03-12 13:00:00","2021-03-12 14:00:00","18.7"
"SKB","PM10","2021-03-15 14:00:00","2021-03-15 15:00:00","6.5"
"SKB","TSP","2021-03-15 04:00:00","2021-03-15 05:00:00","12.7"
"SK5","NO2","2021-03-10 23:00:00","2021-03-11 00:00:00","5.1"
"LB4","SO2","2021-03-09 21:00:00","2021-03-09 22:00:00",NULL
"HV1","PM10","2021-03-11 10:00:00","2021-03-11 11:00:00","18.4"
"SK8","NO2","2021-03-08 12:00:00","2021-03-08 13:00:00","49.3"
"LB4","PM10","2021-03-09 17:00:00","2021-03-09 18:00:00","26.1"
"EI3","PM10","2021-03-12 23:00:00","2021-03-13 00:00:00","7.2"
"EI3","NO2","2021-03-12 11:00:00","2021-03-12 12:00:00","19.9"
"EI3","NO2","2021-03-12 14:00:00","2021-03-12 15:00:00","17.9"
"BQ9","PM10","2021-03-14 22:00:00","2021-03-14 23:00:00","9.8"
"SKB","TSP","2021-03-15 16:00:00","2021-03-15 17:00:00","14"
"SK5","NO2","2021-03-10 22:00:00","2021-03-10 23:00:00","7.1"
"SK8","NO2","2021-03-08 23:00:00","2021-03-09 00:00:00","67"
"BT8","PM10","2021-03-14 10:00:00","2021-03-14 11:00:00","11.2"
"SK8","FINE","2021-03-08 09:00:00","2021-03-08 10:00:00","44.4"
"HV1","PM25","2021-03-11 07:00:00","2021-03-11 08:00:00","7.6"
"LB4","SO2","2021-03-09 04:00:00","2021-03-09 05:00:00",NULL
"LB4","NO2","2021-03-09 01:00:00","2021-03-09 02:00:00","57.4"
"BL0","PM25","2021-03-13 18:00:00","2021-03-13 19:00:00","4"
"SK8","NO2","2021-03-08 01:00:00","2021-03-08 02:00:00","80.3"
"BT8","PM10","2021-03-14 04:00:00","2021-03-14 05:00:00","0.2"
"EI3","PM10","2021-03-12 11:00:00","2021-03-12 12:00:00","6.5"
"SK8","TSP","2021-03-08 04:00:00","2021-03-08 05:00:00","54.9"
"HV1","PM25","2021-03-11 10:00:00","2021-03-11 11:00:00","3.4"
"IM1","NO2","2021-03-13 09:00:00","2021-03-13 10:00:00","16.2"
"SKB","FINE","2021-03-15 16:00:00","2021-03-15 17:00:00","6.8"
"SK8","PM1","2021-03-08 04:00:00","2021-03-08 05:00:00","37.1"
"BT8","PM10","2021-03-14 22:00:00","2021-03-14 23:00:00","9.9"
"SKB","PM25","2021-03-15 07:00:00","2021-03-15 08:00:00","10"
"LB4","PM10","2021-03-09 13:00:00","2021-03-09 14:00:00","30"
"LB4","NO2","2021-03-09 16:00:00","2021-03-09 17:00:00","89.8"
"BT8","PM10","2021-03-14 00:00:00","2021-03-14 01:00:00","9"
"SK5","PM10","2021-03-10 00:00:00","2021-03-10 01:00:00","19"
"LB4","PM10","2021-03-09 22:00:00","2021-03-09 23:00:00","30"
"SKB","FINE","2021-03-15 06:00:00","2021-03-15 07:00:00","9.4"
"HV1","PM10","2021-03-11 07:00:00","2021-03-11 08:00:00","23.3"
"SK8","PM10","2021-03-08 15:00:00","2021-03-08 16:00:00","38.1"
"SK5","NO2","2021-03-10 02:00:00","2021-03-10 03:00:00","9.7"
"SK5","PM10","2021-03-10 17:00:00","2021-03-10 18:00:00","3"
"BG1","SO2","2021-03-12 19:00:00","2021-03-12 20:00:00","8.9"
"SK5","NO2","2021-03-10 13:00:00","2021-03-10 14:00:00","13.4"
"SK8","TSP","2021-03-08 00:00:00","2021-03-08 01:00:00","71.3"
"SK5","NO2","2021-03-10 05:00:00","2021-03-10 06:00:00","8.7"
"SK5","PM10","2021-03-10 13:00:00","2021-03-10 14:00:00","7"
"IM1","NO2","2021-03-13 16:00:00","2021-03-13 17:00:00","21.9"
"SK8","TSP","2021-03-08 05:00:00","2021-03-08 06:00:00","59.7"
"SK8","PM25","2021-03-08 00:00:00","2021-03-08 01:00:00","48.5"
"SK5","PM10","2021-03-10 11:00:00","2021-03-10 12:00:00","14"
"HV1","NO2","2021-03-11 05:00:00","2021-03-11 06:00:00","9"
"HV1","PM10","2021-03-11 19:00:00","2021-03-11 20:00:00","10.8"
"SK5","PM10","2021-03-10 14:00:00","2021-03-10 15:00:00","6"
"LB4","PM10","2021-03-09 21:00:00","2021-03-09 22:00:00","35.7"
"SK5","PM10","2021-03-10 16:00:00","2021-03-10 17:00:00","2"
"SK8","FINE","2021-03-08 05:00:00","2021-03-08 06:00:00","40.2"
"SK8","FINE","2021-03-08 02:00:00","2021-03-08 03:00:00","46.9"
"SK8","PM25","2021-03-08 06:00:00","2021-03-08 07:00:00","40.1"
"SK5","NO2","2021-03-10 16:00:00","2021-03-10 17:00:00","13.1"
"SK8","FINE","2021-03-08 20:00:00","2021-03-08 21:00:00","22.8"
"BT8","NO2","2021-03-14 16:00:00","2021-03-14 17:00:00","22.8"
"SK8","NO2","2021-03-08 07:00:00","2021-03-08 08:00:00","90"
"SK5","PM10","2021-03-10 22:00:00","2021-03-10 23:00:00","2"
"SK8","PM10","2021-03-08 14:00:00","2021-03-08 15:00:00","42.6"
"BG1","NO2","2021-03-12 19:00:00","2021-03-12 20:00:00","12.8"
"SK5","PM10","2021-03-10 15:00:00","2021-03-10 16:00:00","2"
"SK8","TSP","2021-03-08 10:00:00","2021-03-08 11:00:00","78.2"
"LB4","SO2","2021-03-09 10:00:00","2021-03-09 11:00:00",NULL
"SK5","PM10","2021-03-10 09:00:00","2021-03-10 10:00:00","24"
